episode,scene_num,sequence,place,type,actor,dialogue
2,32,271,STARFREIGHTER,INT,ANAKIN,What?
2,32,272,STARFREIGHTER,INT,PADMÉ,You seemed to be having a nightmare.
2,32,273,STARFREIGHTER,INT,PADMÉ,Are you hungry?
2,32,274,STARFREIGHTER,INT,ANAKIN,Thank you.
2,32,275,STARFREIGHTER,INT,PADMÉ,We went into lightspeed a while ago.
2,32,276,STARFREIGHTER,INT,ANAKIN,I look forward to seeing Naboo again. I've thought about it every day since I left. It's by far the most beautiful place I've ever seen...
2,32,277,STARFREIGHTER,INT,PADMÉ,You were just a little boy then. It may not be as you remember it; time changes your perception.
2,32,278,STARFREIGHTER,INT,ANAKIN,I think time has given me much more mature feelings to enhance my perception.
2,32,279,STARFREIGHTER,INT,PADMÉ,It must be difficult having sworn your life to the Jedi... not being able to visit the places you like... or do the things you like...
2,32,280,STARFREIGHTER,INT,ANAKIN,Or be with the people I love.
2,32,281,STARFREIGHTER,INT,PADMÉ,Are you allowed to love? I thought that was forbidden for a Jedi.
2,32,282,STARFREIGHTER,INT,ANAKIN,"Attachment is forbidden. Possession is forbidden. Compassion, which I would define as unconditional love, is central to a Jedi's life, so you might say we're encouraged to love."
2,32,283,STARFREIGHTER,INT,PADMÉ,You have changed so much
2,32,284,STARFREIGHTER,INT,ANAKIN,You haven't changed a bit. You're exactly the way I remember you in my dreams. I doubt if Naboo has changed much either.
2,32,285,STARFREIGHTER,INT,PADMÉ,It hasn't...
2,32,286,STARFREIGHTER,INT,ANAKIN,"I can't wait to breathe the sweet breeze that comes off the rolling hills. Whenever I try to visualise the Force, those hills are what I see."
2,32,287,STARFREIGHTER,INT,ANAKIN,I love Naboo.
2,32,288,STARFREIGHTER,INT,PADMÉ,"Were you dreaming about you mother earlier, weren't you?"
2,32,289,STARFREIGHTER,INT,ANAKIN,"Yes... I left Tatooine so long ago, my memory of her is fading. I don't want to lose it. Recently I've been seeing her in my dreams... vivid dreams... scary dreams. I worry about her."
2,34,290,CORUSCANT,INT,HERMIONE,Can I help ya?
2,34,291,CORUSCANT,INT,OBI-WAN,I'm looking for Dexter.
2,34,292,CORUSCANT,INT,HERMIONE BAGWA,Waddya want him for?
2,34,293,CORUSCANT,INT,OBI-WAN,He's not in trouble. It's personal.
2,34,294,CORUSCANT,INT,HERMIONE BAGWA,"Someone to see ya, honey A Jedi, by the looks of him."
2,34,295,CORUSCANT,INT,DEXTER JETTSTER,Obi-Wan!
2,34,296,CORUSCANT,INT,OBI-WAN,"Hey, Dex."
2,34,297,CORUSCANT,INT,DEXTER JETTSTER,Take a seat! Be right with ya!
2,34,298,CORUSCANT,INT,HERMIONE BAGWA,You want a cup of ardees?
2,34,299,CORUSCANT,INT,OBI-WAN,Thank you.
2,34,300,CORUSCANT,INT,DEXTER JETTSTER,"Hey, ol' buddy!"
2,34,301,CORUSCANT,INT,OBI-WAN,"Hey, Dex."
2,34,302,CORUSCANT,INT,DEXTER JETTSTER,"So, my friend. What can I do for ya?"
2,34,303,CORUSCANT,INT,OBI-WAN,You can tell me what this is.
2,34,304,CORUSCANT,INT,DEXTER JETTSTER,"Well, whattaya know..."
2,34,305,CORUSCANT,INT,DEXTER JETTSTER,I ain't seen one of these since I was prospecting on Subterrel beyond the Outer Rim!
2,34,306,CORUSCANT,INT,OBI-WAN,Do you know where it came from?
2,34,307,CORUSCANT,INT,DEXTER JETTSTER,This baby belongs to them cloners. What you got here is a Kamino Kyberdart.
2,34,308,CORUSCANT,INT,OBI-WAN,Kamino Kyberdart... I wonder why it didn't show up in any analysis archive.
2,34,309,CORUSCANT,INT,DEXTER JETTSTER,"It's these funny little cuts on the side give it away... Those analysis droids you've got over there only focus on symbols, you know. I should think you Jedi would have more respect for the difference between knowledge and wisdom."
2,34,310,CORUSCANT,INT,OBI-WAN,"Well, Dex, if droids could think, we wouldn't be here, would we? Kamino... doesn't sound familiar. Is it part of the Republic?"
2,34,311,CORUSCANT,INT,DEXTER JETTSTER,"No, it's beyond the Outer Rim. I'd say about twelve parsecs outside the Rishi Maze, toward the south. It should be easy to find, even for those droids in your archive to find. Those Kaminoans keep to themselves. They're cloners. Damned good ones, too."
2,34,312,CORUSCANT,INT,OBI-WAN,Cloners? Are they friendly?
2,34,313,CORUSCANT,INT,DEXTER JETTSTER,It depends.
2,34,314,CORUSCANT,INT,OBI-WAN,"On what, Dex?"
2,34,315,CORUSCANT,INT,DEXTER JETTSTER,On how good your manners are... and how big your pocketbook is...
2,36,316,NABOO PALACE,EXT,ANAKIN,"If I grew up here, I don't think I'd ever leave."
2,36,317,NABOO PALACE,EXT,PADMÉ,I doubt that.
2,36,318,NABOO PALACE,EXT,ANAKIN,"No, really. When I started my training, I was very homesick and very lonely. This city and my Mom were the only pleasant things I had to think about... The problem was, the more I thought about my Mom, the worse I felt. But I would feel better if I thought about the palace - the way it shimmers in the sunlight - the way the air always smells of flowers..."
2,36,319,NABOO PALACE,EXT,PADMÉ,"...and the soft sound of the distant waterfalls. The first time I saw the Capital, I was very young... I'd never seen a waterfall before. I though they were so beautiful... I never dreamed one day I'd live in the palace."
2,36,320,NABOO PALACE,EXT,ANAKIN,"Well, tell me, did you dream of power and politics when you were a little girl?"
2,36,321,NABOO PALACE,EXT,PADMÉ,"No! That was the last thing I thought of. My dream was to help in the ""Refugee Relief Movement."" I never thought of running for elected office. But the more history I studied, the more I realised how much good politicians could do. So when I was eight, I joined the ""Apprentice Legislators"", then later on became a Senatorial advisor, with such a passion that, before I knew it, I was elected Queen. Partly because I scored so high on my education certificate, but for the most part it was my conviction that reform was possible. I wasn't the youngest Queen ever elected, but now that I think back on it, I'm not sure I was old enough. I'm not sure I was ready."
2,36,322,NABOO PALACE,EXT,ANAKIN,The people you served thought you did a good job. I heard they tried to amend the Constitution so you could stay in office.
2,36,323,NABOO PALACE,EXT,PADMÉ,"Popular rule is not democracy, Annie. It gives the people what they want, not what they need. And, truthfully, I was relieved when my two terms were up. So were my parents. They worried About me during the blockade and couldn't wait for it all to be over. Actually, I was hoping to have a family by now... My sisters have the most amazing, wonderful kids... but when the Queen asked me to serve as Senator, I couldn't refuse her."
2,36,324,NABOO PALACE,EXT,ANAKIN,I agree! I think the Republic needs you... I'm glad you chose to serve. I feel things are going to happen in our generation that will change the galaxy in profound ways.
2,36,325,NABOO PALACE,EXT,PADMÉ,I think so too.
2,37,326,NABOO PALACE,INT,QUEEN JAMILLIA,"We've been worried about you. I'm so glad you're safe, Padmé."
2,37,327,NABOO PALACE,INT,PADMÉ,"Thank you, Your Highness. I only Wish I could have served you better by staying on Coruscant for the vote."
2,37,328,NABOO PALACE,INT,SIO BIBBLE,"Given the circumstances, Senator, you know it was the only decision Her Highness could have made."
2,37,329,NABOO PALACE,INT,QUEEN JAMILLIA,How many systems have joined Count Dooku and the separatists?
2,37,330,NABOO PALACE,INT,PADMÉ,"About two hundred. And more are leaving the Republic every day. If the Senate votes to create an army, I'm sure it's going to push us into a civil war."
2,37,331,NABOO PALACE,INT,SIO BIBBLE,It's unthinkable! There hasn't been a full-scale war since the formation of the Republic!
2,37,332,NABOO PALACE,INT,QUEEN JAMILLIA,"Do you see any way, through negotiations, to bring the separatists back into the Republic?"
2,37,333,NABOO PALACE,INT,PADMÉ,"Not if they feel threatened. The separatists don't have an army, but if they are provoked, they will move to defend themselves. I'm sure of that. And with no time or money to build an army, my guess is they will turn to the Commerce Guilds or the Trade Federation for help."
2,37,334,NABOO PALACE,INT,QUEEN JAMILLIA,The armies of commerce! Why has Nothing been done in the Senate to restrain them?
2,37,335,NABOO PALACE,INT,PADMÉ,"I'm afraid that, despite the Chancellor's best efforts, there are still many bureaucrats, judges, and even Senators on the payrolls of the Guilds."
2,37,336,NABOO PALACE,INT,SIO BIBBLE,"It's outrageous! After all of those hearings, and the four trials in the Supreme Court, Nute Gunray is still the Viceroy of the Trade Federation. Do those money mongers control everything?"
2,37,337,NABOO PALACE,INT,QUEEN JAMILLIA,"Remember, Counsellor, the courts were able to reduce the Federation's armies. That's a move in the right direction."
2,37,338,NABOO PALACE,INT,PADMÉ,"There are rumours, Your Highness, that the Federation Army was not reduced as they were ordered."
2,37,339,NABOO PALACE,INT,ANAKIN,"The Jedi have not been allowed to investigate. It would be to be too dangerous for the economy, we were told."
2,37,340,NABOO PALACE,INT,QUEEN JAMILLIA,We must keep our faith in the Republic. The day we stop believing democracy can work is the day we lose it.
2,37,341,NABOO PALACE,INT,PADMÉ,Let's pray that day never comes.
2,37,342,NABOO PALACE,INT,QUEEN JAMILLIA,"In the meantime, we must consider your own safety."
2,37,343,NABOO PALACE,INT,SIO BIBBLE,"What is your suggestion, Master Jedi?"
2,37,344,NABOO PALACE,INT,PADMÉ,"Anakin's not a Jedi yet, Counsellor. He's still a Padawan learner. I was thinking..."
2,37,345,NABOO PALACE,INT,ANAKIN,"Hey, hold on a minute!"
2,37,346,NABOO PALACE,INT,PADMÉ,Excuse me! I was thinking I would stay in the Lake Country. There are some places up there that are very isolated.
2,37,347,NABOO PALACE,INT,ANAKIN,"Excuse me?! I am in charge of security here, M'Lady."
2,37,348,NABOO PALACE,INT,PADMÉ,"Annie, my life is at risk, and this is my home. I know it very well... that is why we're here. I think it would be wise for you to take advantage of my knowledge in this instance."
2,37,349,NABOO PALACE,INT,ANAKIN,"Sorry, M'Lady."
2,37,350,NABOO PALACE,INT,SIO BIBBLE,She is right. The Lake Country is the most remote part of Naboo. Not many people and a clear view of the surrounding terrain.
2,37,351,NABOO PALACE,INT,QUEEN JAMILLIA,Perfect. It's settled then.
2,37,352,NABOO PALACE,INT,QUEEN JAMILLIA,"Padmé, I had an audience with your father yesterday. I told him what was happening. He hopes you will visit your mother before you leave... your family's very worried about you."
2,39,353,JEDI TEMPLE,INT,JOCASTA NU,Did you call for assistance?
2,39,354,JEDI TEMPLE,INT,OBI-WAN,"Yes... yes, I did..."
2,39,355,JEDI TEMPLE,INT,JOCASTA NU,"He has a powerful face, doesn't he? He was one of the most brilliant Jedi I have had the privilege of knowing."
2,39,356,JEDI TEMPLE,INT,OBI-WAN,I never understood why he quit. Only twenty Jedi have ever left the Order.
2,39,357,JEDI TEMPLE,INT,JOCASTA NU,The Lost Twenty... and Count Dooku was the most recent and the most painful. No one likes to talk about it. His leaving was a great loss to the Order.
2,39,358,JEDI TEMPLE,INT,OBI-WAN,What happened?
2,39,359,JEDI TEMPLE,INT,JOCASTA NU,"Well, one might say, he was always a bit out of step with the decisions of the Council... much like your old Master, Qui-Gon Jinn."
2,39,360,JEDI TEMPLE,INT,OBI-WAN,Really?
2,39,361,JEDI TEMPLE,INT,JOCASTA NU,"Oh, yes. They were alike in many ways. Very individual thinkers... idealists..."
2,39,362,JEDI TEMPLE,INT,JOCASTA NU,"He was always striving to become a more powerful Jedi. He wanted to be the best. With a lightsaber, in the old style of fencing, he had no match. His knowledge of the Force was... unique. In the end, I think he left because he lost faith in the Republic. He believed that politics were corrupt, and he felt the Jedi betrayed themselves by serving the politicians. He always had very high expectations of government. He disappeared for nine or ten years, then he just showed up recently as the head of the separatist movement."
2,39,363,JEDI TEMPLE,INT,OBI-WAN,Interesting... I'm still not sure I understand.
2,39,364,JEDI TEMPLE,INT,JOCASTA NU,"Well, I'm sure you didn't call me over here for a history lesson. Are you having a problem, Master Kenobi?"
2,39,365,JEDI TEMPLE,INT,OBI-WAN,"Yes, I'm trying to find a planet system called Kamino. It doesn't seem to show upon any of the archive charts."
2,39,366,JEDI TEMPLE,INT,JOCASTA NU,Kamino? It's not a system I'M familiar with... Let me see...
2,39,367,JEDI TEMPLE,INT,JOCASTA NU,Are you sure you have the right co-ordinates?
2,39,368,JEDI TEMPLE,INT,OBI-WAN,"According to my information, it should be in this quadrant somewhere... just south of the Rishi Maze."
2,39,369,JEDI TEMPLE,INT,JOCASTA NU,No co-ordinates? It sounds like the kind of directions you'd get from a street tout... some old miner or Furbog trader.
2,39,370,JEDI TEMPLE,INT,OBI-WAN,All three actually.
2,39,371,JEDI TEMPLE,INT,JOCASTA NU,Are you sure it exists?
2,39,372,JEDI TEMPLE,INT,OBI-WAN,Absolutely.
2,39,373,JEDI TEMPLE,INT,JOCASTA NU,Let me do a gravitational scan.
2,39,374,JEDI TEMPLE,INT,JOCASTA NU,There are some inconsistencies here. Maybe the planet you're looking for was destroyed.
2,39,375,JEDI TEMPLE,INT,OBI-WAN,Wouldn't that be on record?
2,39,376,JEDI TEMPLE,INT,JOCASTA NU,"It ought to be. Unless it was very recent. I hate to say it, but it looks like the system you're searching for doesn't exist."
2,39,377,JEDI TEMPLE,INT,OBI-WAN,That's impossible... perhaps the archives are incomplete.
2,39,378,JEDI TEMPLE,INT,JOCASTA NU,"The archives are comprehensive and totally secure, my young Jedi. One thing you may be absolutely sure of - if an item does not appear in our records, it does not exist!"
2,40,379,THEED,EXT,PADME,There's my house!
2,40,380,THEED,EXT,PADME,What? Don't say you're shy!
2,40,381,THEED,EXT,ANAKIN,"No, but I..."
2,40,382,THEED,EXT,RYOO & POOJA,Aunt Padme!! Aunt Padme!!
2,40,383,THEED,EXT,PADME,Ryoo!! Pooja!!
2,40,384,THEED,EXT,PADME,"I'm so happy to see you! This is Anakin. Anakin, this is Ryoo, and this is Pooja."
2,40,385,THEED,EXT,RYOO & POOJA,Artoo!!!
2,41,386,PADME'S PARENTS' HOUSE,INT,SOLA,"They're eating over at Jev Narran's later, Mom. They just had a snack. They'll be fine."
2,41,387,PADME'S PARENTS' HOUSE,INT,PADME,"Anakin, this is my sister, Sola."
2,41,388,PADME'S PARENTS' HOUSE,INT,SOLA,"Hello, Anakin."
2,41,389,PADME'S PARENTS' HOUSE,INT,ANAKIN,Hello.
2,41,390,PADME'S PARENTS' HOUSE,INT,JOBAL,"You're just in time for dinner. I hope you're hungry, Anakin."
2,41,391,PADME'S PARENTS' HOUSE,INT,ANAKIN,A little.
2,41,392,PADME'S PARENTS' HOUSE,INT,PADME,"He's being polite, Mom. We're starving."
2,41,393,PADME'S PARENTS' HOUSE,INT,RUWEE,"You came to the right place at the right time. Sit down, son."
2,41,394,PADME'S PARENTS' HOUSE,INT,JOBAL,"Honey, it's so good to see you safe. We were so worried."
2,41,395,PADME'S PARENTS' HOUSE,INT,RUWEE,Dear...
2,41,396,PADME'S PARENTS' HOUSE,INT,JOBAL,"I know, I know... but I had to say it. Now it's done."
2,41,397,PADME'S PARENTS' HOUSE,INT,SOLA,"Well, this is exciting! Do you know, Anakin, you're the first boyfriend my sister's ever brought home?"
2,41,398,PADME'S PARENTS' HOUSE,INT,PADME,Sola!! He isn't my boyfriend! He's a Jedi assigned by the Senate to protect me.
2,41,399,PADME'S PARENTS' HOUSE,INT,JOVAL,"A bodyguard?! Oh, Padme! They didn't tell us it was that serious!"
2,41,400,PADME'S PARENTS' HOUSE,INT,PADME,"It's not, Mom, I promise. Anyway, Anakin's a friend. I've known him for years. Remember that little boy who was with the Jedi during the blockade crisis?"
2,41,401,PADME'S PARENTS' HOUSE,INT,PADME,He grew up.
2,41,402,PADME'S PARENTS' HOUSE,INT,JOBAL,"Honey, when are you going to settle down? Haven't you had enough of that life? I certainly have!"
2,41,403,PADME'S PARENTS' HOUSE,INT,PADME,"Mom, I'm not in any danger."
2,41,404,PADME'S PARENTS' HOUSE,INT,RUWEE,Is she?
2,41,405,PADME'S PARENTS' HOUSE,INT,ANAKIN,...Yes... I'm afraid she is.
2,41,406,PADME'S PARENTS' HOUSE,INT,PADME,But not much.
2,42,407,PADME'S PARENTS' GARDEN,EXT,RUWEE,"Sometimes I wish I'd traveled more... but I must say, I'm happy here."
2,42,408,PADME'S PARENTS' GARDEN,EXT,ANAKIN,Padme tells me you teach at the university?
2,42,409,PADME'S PARENTS' GARDEN,EXT,RUWEE,"Yes, and before that, I was a builder. I also worked for the Refugee Relief Movement, when I was very young."
2,43,410,PADME'S PARENTS' HOUSE,INT,SOLA,Why haven't you told us about him?
2,43,411,PADME'S PARENTS' HOUSE,INT,PADMÉ,What's there to talk about?  He's just a boy.
2,43,412,PADME'S PARENTS' HOUSE,INT,SOLA,A boy? Have you seen the way he looks at you?
2,43,413,PADME'S PARENTS' HOUSE,INT,PADMÉ,Sola - stop it!
2,43,414,PADME'S PARENTS' HOUSE,INT,SOLA,"It's obvious he has feelings for you. Are you saying, little baby sister, that you haven't noticed?"
2,43,415,PADME'S PARENTS' HOUSE,INT,PADMÉ,"I'm not your baby sister, Sola. Anakin and I are friends... our relationship is strictly professional. Mom, would you tell her to stop it?"
2,43,416,PADME'S PARENTS' HOUSE,INT,SOLA,"Well, maybe you haven't noticed the way he looks at you. I think you're afraid to."
2,43,417,PADME'S PARENTS' HOUSE,INT,PADMÉ,Cut it out.
2,43,418,PADME'S PARENTS' HOUSE,INT,JOBAL,Sola's just concerned... we all are.
2,43,419,PADME'S PARENTS' HOUSE,INT,PADMÉ,"Oh, Mom, you're impossible. What I'm doing is important."
2,43,420,PADME'S PARENTS' HOUSE,INT,JOBAL,"You've done your service, Padmé. It's time you had a life of your own. You're missing so much!"
2,44,421,PADME'S PARENTS' GARDEN,EXT,RUWEE,"Now tell me, son. How serious is this thing? How much danger is my daughter really in?"
2,44,422,PADME'S PARENTS' GARDEN,EXT,ANAKIN,"There have been two attempts on her life. Chances are there'll be more. My Master is tracking down the assassins. I'm sure he'll find out who they are. This situation, won't last long."
2,44,423,PADME'S PARENTS' GARDEN,EXT,RUWEE,I don't want anything to happen to her.
2,44,424,PADME'S PARENTS' GARDEN,EXT,ANAKIN,I don't either.
2,45,425,PADME'S PARENTS' HOUSE,INT,PADME,"Don't worry, this won't take long."
2,45,426,PADME'S PARENTS' HOUSE,INT,ANAKIN,I just want to get there before dark.
2,45,427,PADME'S PARENTS' HOUSE,INT,ANAKIN,You still live at home.
2,45,428,PADME'S PARENTS' HOUSE,INT,PADME,"I move around so much, I've never had a place of my own. Official residences have no warmth. I feel good here. I feel at home."
2,45,429,PADME'S PARENTS' HOUSE,INT,ANAKIN,I never had a real home. Home was always where my Mom was.
2,45,430,PADME'S PARENTS' HOUSE,INT,ANAKIN,Is this you?
2,45,431,PADME'S PARENTS' HOUSE,INT,PADME,"That was when I went with the Relief Group to Shadda-Bi-Boran. Their sun was imploding, and the planet was dying. I was helping to relocate the children. See that little one I'm holding? His name was N'a-kee-tula, which means sweethear. He was so full of life,. All those kids were. I did everything I could to save him, but he died... they all did. They were never able to adapt... to live off their native planet."
2,45,432,PADME'S PARENTS' HOUSE,INT,PADME,My first day as an Apprentice Legislator. Notice the difference?
2,47,433,JEDI TEMPLE,INT,YODA,"Don't think... feel... be as one with the Force. Help you, it will. Younglings - enough! A visitor we have. Welcome him."
2,47,434,JEDI TEMPLE,INT,YODA,"Master Obi-Wan Kenobi, meet the mighty Bear Clan."
2,47,435,JEDI TEMPLE,INT,CHILDREN,"Welcome, Master Obi-Wan!"
2,47,436,JEDI TEMPLE,INT,OBI-WAN,"I am sorry to disturb you, Master."
2,47,437,JEDI TEMPLE,INT,YODA,"What help to you, can I be?"
2,47,438,JEDI TEMPLE,INT,OBI-WAN,Im looking for a planet described to me by an old friend. I trust him. But the system doesnt show up on the archive maps.
2,47,439,JEDI TEMPLE,INT,YODA,"An interesting puzzle. Gather round the map reader, younglings. Master Obi-Wan has lost a planet. Find it, we will try..."
2,47,440,JEDI TEMPLE,INT,OBI-WAN,This is where it ought to be... but it isnt. Gravity is pulling all the stars in this area inward to this spot. There should be a star here... but there isnt.
2,47,441,JEDI TEMPLE,INT,YODA,"Most interesting. Gravitys silhouette remains, but the star and all its planets have disappeared. How can this be?"
2,47,442,JEDI TEMPLE,INT,JEDI CHILD JACK,Because someone erased it from the archive memory.
2,47,443,JEDI TEMPLE,INT,CHILDREN,Thats right! Yes! Thats what happened! Someone erased it!
2,47,444,JEDI TEMPLE,INT,JEDI CHILD MAY,"If the planet blew up, the gravity would go away."
2,47,445,JEDI TEMPLE,INT,YODA,"Truly wonderful, the mind of a child is. Uncluttered. To the centre of the pull of gravity go, and find your planet you will."
2,47,446,JEDI TEMPLE,INT,OBI-WAN,"But Master Yoda who could have erased information from the archives? Thats impossible, isnt it?"
2,47,447,JEDI TEMPLE,INT,YODA,"Much harder to answer, that question is."
2,49,448,NABOO LAKE RETREAT,EXT,PADMÉ,"When I was in Level Three, we used to come here for school retreat. See that island? We used to swim there every day. I love the water."
2,49,449,NABOO LAKE RETREAT,EXT,ANAKIN,I do too. I guess it comes from growing up on a desert planet.
2,49,450,NABOO LAKE RETREAT,EXT,PADMÉ,...We used to lie on the sand and let the sun dry us... and try to guess the names of the birds singing.
2,49,451,NABOO LAKE RETREAT,EXT,ANAKIN,"I dont like sand. Its coarse and rough and irritating, and it gets everywhere. Not like here. Here everythings soft... and smooth..."
2,49,452,NABOO LAKE RETREAT,EXT,PADMÉ,There was a very old man who lived on the island. He used to make glass out of sand - and vases and necklaces out of the glass. They were magical.
2,49,453,NABOO LAKE RETREAT,EXT,ANAKIN,Everything here is magical.
2,49,454,NABOO LAKE RETREAT,EXT,PADMÉ,You could look into the glass and see the water. The way it ripples and moves. It looked so real... but it wasnt.
2,49,455,NABOO LAKE RETREAT,EXT,ANAKIN,"Sometimes, when you believe something to be real, it becomes real. Real enough, anyway..."
2,49,456,NABOO LAKE RETREAT,EXT,PADMÉ,"I used to think if you looked too deeply into glass, you would lose yourself."
2,49,457,NABOO LAKE RETREAT,EXT,ANAKIN,I think it's true...
2,49,458,NABOO LAKE RETREAT,EXT,PADMÉ,I shouldn't have done that.
2,49,459,NABOO LAKE RETREAT,EXT,ANAKIN,"I'm sorry. When I'm around you, my mind is no longer my own."
2,49,460,NABOO LAKE RETREAT,EXT,PADMÉ,It's the situation... the stress...
2,49,461,NABOO LAKE RETREAT,EXT,ANAKIN,...the view.
2,50,462,CORUSCANT,EXT,MACE WINDU,"Be wary, this disturbance in the Force is growing stronger."
2,50,463,CORUSCANT,EXT,OBI-WAN,I am concerned for my Padawan. He is not ready to be on his own.
2,50,464,CORUSCANT,EXT,YODA,"The Council is confident in this decision, Obi-Wan."
2,50,465,CORUSCANT,EXT,MACE,"He has exceptional skills. The Council is confident in its decision, Obi-Wan. If the prophecy is true, he weill be the one to bring balance to the Force."
2,50,466,CORUSCANT,EXT,OBI-WAN,But he still has much to learn. And his abilities have made him... well... arrogant. I realise now what you and Master Yoda knew from the beginning... the boy was too old to start the training and...
2,50,467,CORUSCANT,EXT,MACE WINDU,There's something else?
2,50,468,CORUSCANT,EXT,OBI-WAN,"Master, he should not have been given this assignment. I'm afraid Anakin won't be able to protect the Senator."
2,50,469,CORUSCANT,EXT,MACE WINDU,Why?
2,50,470,CORUSCANT,EXT,OBI-WAN,He has a... an emotional connection with her. It's been there since he was boy. Now he's confused... distracted.
2,50,471,CORUSCANT,EXT,MACE-WINDU,"Obi-Wan, you must have faith that he will take the right path."
2,50,472,CORUSCANT,EXT,OBI-WAN,Has Master Yoda gained any insight into whether or not this war will come about?
2,50,473,CORUSCANT,EXT,MACE WINDU,Probing the Dark Side is a dangerous process. He could be in seclusion for days... May the force be with you.
2,53,474,NABOO LAKE RETREAT,INT,PADME,You did that?
2,53,475,NABOO LAKE RETREAT,INT,ANAKIN,What?
2,53,476,NABOO LAKE RETREAT,INT,PADME,That! Now stop it!
2,53,477,NABOO LAKE RETREAT,INT,PADME,Anakin!!
2,53,478,NABOO LAKE RETREAT,INT,ANAKIN,"I'm not really supposed to do that... for fun, I mean. If Master Obi-Wan were here, he'd be very grumpy."
2,54,479,NABOO LAKE RETREAT,INT,ANAKIN,May I tell you something?
2,54,480,NABOO LAKE RETREAT,INT,PADME,I don't know.
2,54,481,NABOO LAKE RETREAT,INT,ANAKIN,Then how can I tell you?
2,54,482,NABOO LAKE RETREAT,INT,PADME,Maybe you should use your Jedi intuition.
2,54,483,NABOO LAKE RETREAT,INT,ANAKIN,It doesn't work around you. My mind is always a muddle... I can only think of you.
2,54,484,NABOO LAKE RETREAT,INT,PADME,"Anakin, don't..."
2,54,485,NABOO LAKE RETREAT,INT,ANAKIN,"From the moment I met you, all those years ago, a day hasn't gone by when I haven't thought of you. And now that I'm close to you again, I'm in agony. The closer I get to you, the worse it gets. The thought of not being with you mskes my stomach turn over - my mouth goes dry. I feel dizzy. I can't breathe. I'm haunted by the kiss you should never have given me. My heart is beating, hoping that kiss will not become a scar. You are in my very soul, tormenting me. What can I do? I will do anything you ask..."
2,54,486,NABOO LAKE RETREAT,INT,ANAKIN,"If you are suffering as much as I am, tell me."
2,54,487,NABOO LAKE RETREAT,INT,PADME,...I can't. We can't. It's just not possible.
2,54,488,NABOO LAKE RETREAT,INT,ANAKIN,"Anything's possible. Padme, please listen..."
2,54,489,NABOO LAKE RETREAT,INT,PADME,"You listen. We live in a real world. Come back to it. You're studying to become a Jedi Knight. I'm a Senator. If you follow your thoughts through to conclusion, they will take us to a place we cannot go... regardless of the way we feel about each other."
2,54,490,NABOO LAKE RETREAT,INT,ANAKIN,Then you do feel something! There's an extraordinary connection between us. You can't deny that.
2,54,491,NABOO LAKE RETREAT,INT,PADME,"Annie, it doesn't make any difference. Jedi aren't allowed to marry. You swore an oath, remember? You'd be expelled from the Order. I will not let you give up your responsibilities... your future, for me."
2,54,492,NABOO LAKE RETREAT,INT,ANAKIN,I was destined to be a Jedi. I don't think I could be anything else. But you are asking me to be rational. That is something I know I cannot do. I wish I could wish my feelings away... but I can't.
2,54,493,NABOO LAKE RETREAT,INT,PADME,I am not going to give into this. I'm not going to throw my life away. I have more important things to do than fall in love.
2,54,494,NABOO LAKE RETREAT,INT,ANAKIN,It wouldn't have to be that way... we could keep it a secret.
2,54,495,NABOO LAKE RETREAT,INT,PADME,"Then we'd be living a lie - one we couldn't keep even if we wanted to. Mt sister saw it. So did my mother. I couldn't do that. Could you, Anakin? Could you live like that?"
2,54,496,NABOO LAKE RETREAT,INT,ANAKIN,"...No, you're right. It would destroy us."
2,57,497,TIPOCA CITY,INT,TAUN WE,"Welcome to Tipoca City, Master Jedi."
2,57,498,TIPOCA CITY,INT,TAUN WE,Everything is ready. The Prime Minister expects you.
2,57,499,TIPOCA CITY,INT,OBI-WAN,I'm expected?
2,57,500,TIPOCA CITY,INT,TAUN WE,"Of course! He is anxious to see you. After all these years, we were beginning to think you weren't coming. Now please, this way!"
2,58,501,TIPOCA CITY,INT,TAUN WE,"May I present Lama Su, Prime Minister of Kamino... and this is Master Jedi..."
2,58,502,TIPOCA CITY,INT,OBI-WAN,Obi-Wan Kenobi.
2,58,503,TIPOCA CITY,INT,LAMA SU,Please...
2,58,504,TIPOCA CITY,INT,LAMA SU,I trust you are going to enjoy your stay. We are most happy you have arrived at the best part of the season.
2,58,505,TIPOCA CITY,INT,OBI-WAN,You make me feel most welcome.
2,58,506,TIPOCA CITY,INT,LAMA SU,"And now to business. You will be delighted to hear we are on schedule. Two hundred thousand units are ready, with another million well on the way."
2,58,507,TIPOCA CITY,INT,OBI-WAN,That is... good news.
2,58,508,TIPOCA CITY,INT,LAMA SU,"Please tell your Master Sido-Dyas that we have every confidence his order will be met on time and in full. He is well, I hope?"
2,58,509,TIPOCA CITY,INT,OBI-WAN,I'm sorry Master - ?
2,58,510,TIPOCA CITY,INT,LAMA SU,"Jedi Master Sifo-Dyas. He's still a leading member of the Jedi Council, is he not?"
2,58,511,TIPOCA CITY,INT,OBI-WAN,"Oh, yes. Sido-Dyas."
2,58,512,TIPOCA CITY,INT,LAMA SU,You must be anxious to inspect the units for yourself.
2,58,513,TIPOCA CITY,INT,OBI-WAN,That's why I'm here.
2,59,514,NABOO,EXT,PADMÉ,I don't know...
2,59,515,NABOO,EXT,ANAKIN,Sure you do... you just don't want to tell me.
2,59,516,NABOO,EXT,PADMÉ,Are you going to use one of your Jedi mind tricks on me?
